id,prediction
747_256_336,1
747_256_352,0
747_256_368,0
747_256_384,0
747_256_400,0
747_256_416,0
747_256_432,0
747_256_448,0
747_256_464,0
747_256_480,0
747_256_496,0
747_256_512,0
747_256_528,0
747_256_544,0
747_256_560,0
747_256_576,0
747_256_592,0
747_272_0,0
747_272_16,0
747_272_32,0
747_272_48,0
747_272_64,0
747_272_80,0
747_272_96,0
747_272_112,0
747_272_128,0
747_272_144,0
747_272_160,0
747_272_176,0
747_272_192,0
747_272_208,0
747_272_224,0
747_272_240,0
747_272_256,0
747_272_272,0
747_272_288,0
747_272_304,0
747_272_320,1
747_272_336,1
747_272_352,0
747_272_368,0
747_272_384,0
747_272_400,0
747_272_416,0
747_272_432,0
747_272_448,0
747_272_464,0
747_272_480,0
747_272_496,0
747_272_512,0
747_272_528,0
747_272_544,0
747_272_560,0
747_272_576,0
747_272_592,0
747_288_0,0
747_288_16,0
747_288_32,0
747_288_48,0
747_288_64,0
747_288_80,0
747_288_96,0
747_288_112,0
747_288_128,0
747_288_144,0
747_288_160,0
747_288_176,0
747_288_192,0
747_288_208,0
747_288_224,0
747_288_240,0
747_288_256,0
747_288_272,0
747_288_288,0
747_288_304,0
747_288_320,0
747_288_336,0
747_288_352,0
747_288_368,0
747_288_384,0
747_288_400,0
747_288_416,0
747_288_432,0
747_288_448,0
747_288_464,0
747_288_480,0
747_288_496,0
747_288_512,0
747_288_528,0
747_288_544,0
747_288_560,0
747_288_576,0
747_288_592,0
747_304_0,0
747_304_16,0
747_304_32,0
747_304_48,0
747_304_64,0
747_304_80,0
747_304_96,0
747_304_112,0
747_304_128,0
747_304_144,0
747_304_160,0
747_304_176,0
747_304_192,0
747_304_208,0
747_304_224,0
747_304_240,0
747_304_256,0
747_304_272,0
747_304_288,0
747_304_304,0
747_304_320,0
747_304_336,0
747_304_352,0
747_304_368,0
747_304_384,0
747_304_400,0
747_304_416,0
747_304_432,0
747_304_448,0
747_304_464,0
747_304_480,0
747_304_496,0
747_304_512,0
747_304_528,0
747_304_544,0
747_304_560,0
747_304_576,0
747_304_592,0
747_320_0,1
747_320_16,0
747_320_32,0
747_320_48,0
747_320_64,0
747_320_80,0
747_320_96,0
747_320_112,0
747_320_128,0
747_320_144,0
747_320_160,0
747_320_176,0
747_320_192,0
747_320_208,0
747_320_224,0
747_320_240,0
747_320_256,0
747_320_272,0
747_320_288,0
747_320_304,0
747_320_320,0
747_320_336,0
747_320_352,0
747_320_368,0
747_320_384,0
747_320_400,0
747_320_416,0
747_320_432,0
747_320_448,0
747_320_464,0
747_320_480,0
747_320_496,0
747_320_512,0
747_320_528,0
747_320_544,0
747_320_560,0
747_320_576,0
747_320_592,0
747_336_0,0
747_336_16,0
747_336_32,0
747_336_48,0
747_336_64,0
747_336_80,0
747_336_96,0
747_336_112,0
747_336_128,0
747_336_144,0
747_336_160,0
747_336_176,0
747_336_192,0
747_336_208,0
747_336_224,0
747_336_240,0
747_336_256,0
747_336_272,0
747_336_288,0
747_336_304,0
747_336_320,0
747_336_336,0
747_336_352,0
747_336_368,0
747_336_384,0
747_336_400,0
747_336_416,0
747_336_432,0
747_336_448,0
747_336_464,0
747_336_480,0
747_336_496,0
747_336_512,0
747_336_528,0
747_336_544,0
747_336_560,0
747_336_576,0
747_336_592,0
747_352_0,1
747_352_16,0
747_352_32,0
747_352_48,0
747_352_64,0
747_352_80,0
747_352_96,0
747_352_112,0
747_352_128,0
747_352_144,0
747_352_160,0
747_352_176,0
747_352_192,0
747_352_208,0
747_352_224,0
747_352_240,0
747_352_256,0
747_352_272,0
747_352_288,0
747_352_304,0
747_352_320,0
747_352_336,0
747_352_352,0
747_352_368,0
747_352_384,0
747_352_400,0
747_352_416,0
747_352_432,0
747_352_448,0
747_352_464,0
747_352_480,0
747_352_496,0
747_352_512,0
747_352_528,0
747_352_544,0
747_352_560,0
747_352_576,0
747_352_592,0
747_368_0,1
747_368_16,0
747_368_32,0
747_368_48,0
747_368_64,0
747_368_80,0
747_368_96,0
747_368_112,0
747_368_128,0
747_368_144,0
747_368_160,0
747_368_176,0
747_368_192,0
747_368_208,0
747_368_224,0
747_368_240,0
747_368_256,0
747_368_272,0
747_368_288,0
747_368_304,0
747_368_320,0
747_368_336,0
747_368_352,0
747_368_368,0
747_368_384,0
747_368_400,0
747_368_416,0
747_368_432,0
747_368_448,0
747_368_464,0
747_368_480,0
747_368_496,0
747_368_512,0
747_368_528,0
747_368_544,0
747_368_560,0
747_368_576,0
747_368_592,0
747_384_0,1
747_384_16,0
747_384_32,0
747_384_48,0
747_384_64,0
747_384_80,0
747_384_96,0
747_384_112,0
747_384_128,0
747_384_144,0
747_384_160,0
747_384_176,0
747_384_192,0
747_384_208,0
747_384_224,0
747_384_240,0
747_384_256,0
747_384_272,0
747_384_288,0
747_384_304,0
747_384_320,0
747_384_336,0
747_384_352,0
747_384_368,0
747_384_384,0
747_384_400,0
747_384_416,0
747_384_432,0
747_384_448,0
747_384_464,0
747_384_480,0
747_384_496,0
747_384_512,0
747_384_528,0
747_384_544,0
747_384_560,0
747_384_576,0
747_384_592,0
747_400_0,0
747_400_16,0
747_400_32,0
747_400_48,0
747_400_64,0
747_400_80,0
747_400_96,0
747_400_112,0
747_400_128,0
747_400_144,0
747_400_160,0
747_400_176,0
747_400_192,0
747_400_208,0
747_400_224,0
747_400_240,0
747_400_256,0
747_400_272,0
747_400_288,0
747_400_304,0
747_400_320,0
747_400_336,0
747_400_352,0
747_400_368,0
747_400_384,0
747_400_400,0
747_400_416,0
747_400_432,0
747_400_448,0
747_400_464,0
747_400_480,0
747_400_496,0
747_400_512,0
747_400_528,0
747_400_544,0
747_400_560,0
747_400_576,0
747_400_592,0
747_416_0,0
747_416_16,0
747_416_32,0
747_416_48,0
747_416_64,0
747_416_80,0
747_416_96,0
747_416_112,0
747_416_128,0
747_416_144,0
747_416_160,0
747_416_176,0
747_416_192,0
747_416_208,0
747_416_224,0
747_416_240,0
747_416_256,0
747_416_272,0
747_416_288,0
747_416_304,0
747_416_320,0
747_416_336,0
747_416_352,0
747_416_368,0
747_416_384,0
747_416_400,0
747_416_416,0
747_416_432,0
747_416_448,0
747_416_464,0
747_416_480,0
747_416_496,0
747_416_512,0
747_416_528,0
747_416_544,0
747_416_560,0
747_416_576,0
747_416_592,0
747_432_0,0
747_432_16,0
747_432_32,0
747_432_48,0
747_432_64,0
747_432_80,0
747_432_96,0
747_432_112,0
747_432_128,0
747_432_144,0
747_432_160,0
747_432_176,0
747_432_192,0
747_432_208,0
747_432_224,0
747_432_240,0
747_432_256,0
747_432_272,0
747_432_288,0
747_432_304,0
747_432_320,0
747_432_336,0
747_432_352,0
747_432_368,0
747_432_384,0
747_432_400,0
747_432_416,0
747_432_432,0
747_432_448,0
747_432_464,0
747_432_480,0
747_432_496,0
747_432_512,0
747_432_528,0
747_432_544,0
747_432_560,0
747_432_576,0
747_432_592,0
747_448_0,0
747_448_16,0
747_448_32,0
747_448_48,0
747_448_64,0
747_448_80,0
747_448_96,0
747_448_112,0
747_448_128,0
747_448_144,0
747_448_160,0
747_448_176,0
747_448_192,0
747_448_208,0
747_448_224,0
747_448_240,0
747_448_256,0
747_448_272,0
747_448_288,0
747_448_304,0
747_448_320,0
747_448_336,0
747_448_352,0
747_448_368,0
747_448_384,0
747_448_400,0
747_448_416,0
747_448_432,0
747_448_448,0
747_448_464,0
747_448_480,0
747_448_496,0
747_448_512,0
747_448_528,0
747_448_544,0
747_448_560,0
747_448_576,0
747_448_592,0
747_464_0,0
747_464_16,0
747_464_32,0
747_464_48,0
747_464_64,0
747_464_80,0
747_464_96,0
747_464_112,0
747_464_128,0
747_464_144,0
747_464_160,0
747_464_176,0
747_464_192,0
747_464_208,0
747_464_224,0
747_464_240,0
747_464_256,0
747_464_272,0
747_464_288,0
747_464_304,0
747_464_320,0
747_464_336,0
747_464_352,0
747_464_368,0
747_464_384,0
747_464_400,0
747_464_416,0
747_464_432,0
747_464_448,0
747_464_464,0
747_464_480,0
747_464_496,0
747_464_512,0
747_464_528,0
747_464_544,0
747_464_560,0
747_464_576,0
747_464_592,0
747_480_0,0
747_480_16,0
747_480_32,0
747_480_48,0
747_480_64,0
747_480_80,0
747_480_96,0
747_480_112,0
747_480_128,0
747_480_144,0
747_480_160,0
747_480_176,0
747_480_192,0
747_480_208,0
747_480_224,0
747_480_240,0
747_480_256,0
747_480_272,0
747_480_288,0
747_480_304,0
747_480_320,0
747_480_336,0
747_480_352,0
747_480_368,0
747_480_384,0
747_480_400,0
747_480_416,0
747_480_432,0
747_480_448,0
747_480_464,0
747_480_480,0
747_480_496,0
747_480_512,0
747_480_528,0
747_480_544,0
747_480_560,0
747_480_576,0
747_480_592,0
747_496_0,0
747_496_16,0
747_496_32,0
747_496_48,0
747_496_64,0
747_496_80,0
747_496_96,0
747_496_112,0
747_496_128,0
747_496_144,0
747_496_160,0
747_496_176,0
747_496_192,0
747_496_208,0
747_496_224,0
747_496_240,0
747_496_256,0
747_496_272,0
747_496_288,0
747_496_304,0
747_496_320,0
747_496_336,0
747_496_352,0
747_496_368,0
747_496_384,0
747_496_400,0
747_496_416,0
747_496_432,0
747_496_448,0
747_496_464,0
747_496_480,0
747_496_496,0
747_496_512,0
747_496_528,0
747_496_544,0
747_496_560,0
747_496_576,0
747_496_592,0
747_512_0,0
747_512_16,0
747_512_32,0
747_512_48,0
747_512_64,0
747_512_80,0
747_512_96,0
747_512_112,0
747_512_128,0
747_512_144,0
747_512_160,0
747_512_176,0
747_512_192,0
747_512_208,0
747_512_224,0
747_512_240,0
747_512_256,0
747_512_272,0
747_512_288,0
747_512_304,0
747_512_320,0
747_512_336,0
747_512_352,0
747_512_368,0
747_512_384,0
747_512_400,0
747_512_416,0
747_512_432,0
747_512_448,0
747_512_464,0
747_512_480,0
747_512_496,0
747_512_512,0
747_512_528,0
747_512_544,0
747_512_560,0
747_512_576,0
747_512_592,0
747_528_0,0
747_528_16,0
747_528_32,0
747_528_48,0
747_528_64,0
747_528_80,0
747_528_96,0
747_528_112,0
747_528_128,0
747_528_144,1
747_528_160,0
747_528_176,0
747_528_192,0
747_528_208,0
747_528_224,0
747_528_240,0
747_528_256,0
747_528_272,0
747_528_288,0
747_528_304,0
747_528_320,0
747_528_336,0
747_528_352,0
747_528_368,0
747_528_384,0
747_528_400,0
747_528_416,0
747_528_432,0
747_528_448,0
747_528_464,0
747_528_480,0
747_528_496,0
747_528_512,0
747_528_528,0
747_528_544,0
747_528_560,0
747_528_576,0
747_528_592,0
747_544_0,0
747_544_16,0
747_544_32,0
747_544_48,0
747_544_64,0
747_544_80,0
747_544_96,0
747_544_112,0
747_544_128,0
747_544_144,1
747_544_160,1
747_544_176,0
747_544_192,0
747_544_208,0
747_544_224,0
747_544_240,0
747_544_256,0
747_544_272,0
747_544_288,0
747_544_304,0
747_544_320,0
747_544_336,0
747_544_352,0
747_544_368,0
747_544_384,0
747_544_400,0
747_544_416,0
747_544_432,0
747_544_448,0
747_544_464,0
747_544_480,0
747_544_496,0
747_544_512,0
747_544_528,0
747_544_544,0
747_544_560,0
747_544_576,0
747_544_592,0
747_560_0,0
747_560_16,0
747_560_32,0
747_560_48,0
747_560_64,0
747_560_80,0
747_560_96,1
747_560_112,1
747_560_128,1
747_560_144,1
747_560_160,1
747_560_176,0
747_560_192,0
747_560_208,0
747_560_224,0
747_560_240,0
747_560_256,0
747_560_272,0
747_560_288,0
747_560_304,0
747_560_320,0
747_560_336,0
747_560_352,0
747_560_368,0
747_560_384,0
747_560_400,0
747_560_416,0
747_560_432,0
747_560_448,0
747_560_464,0
747_560_480,0
747_560_496,0
747_560_512,0
747_560_528,0
747_560_544,0
747_560_560,0
747_560_576,0
747_560_592,0
747_576_0,0
747_576_16,0
747_576_32,0
747_576_48,0
747_576_64,0
747_576_80,0
747_576_96,1
747_576_112,1
747_576_128,1
747_576_144,1
747_576_160,0
747_576_176,0
747_576_192,0
747_576_208,1
747_576_224,1
747_576_240,1
747_576_256,0
747_576_272,0
747_576_288,0
747_576_304,0
747_576_320,0
747_576_336,0
747_576_352,0
747_576_368,0
747_576_384,0
747_576_400,0
747_576_416,0
747_576_432,0
747_576_448,0
747_576_464,0
747_576_480,0
747_576_496,0
747_576_512,0
747_576_528,0
747_576_544,0
747_576_560,0
747_576_576,0
747_576_592,0
747_592_0,0
747_592_16,0
747_592_32,0
747_592_48,0
747_592_64,0
747_592_80,0
747_592_96,0
747_592_112,0
747_592_128,0
747_592_144,0
747_592_160,0
747_592_176,0
747_592_192,0
747_592_208,1
747_592_224,1
747_592_240,1
747_592_256,0
747_592_272,0
747_592_288,0
747_592_304,0
747_592_320,0
747_592_336,0
747_592_352,0
747_592_368,0
747_592_384,0
747_592_400,0
747_592_416,0
747_592_432,0
747_592_448,0
747_592_464,0
747_592_480,0
747_592_496,0
747_592_512,0
747_592_528,0
747_592_544,0
747_592_560,0
747_592_576,0
747_592_592,0
748_0_0,0
748_0_16,0
748_0_32,0
748_0_48,0
748_0_64,0
748_0_80,0
748_0_96,1
748_0_112,1
748_0_128,1
748_0_144,1
748_0_160,0
748_0_176,0
748_0_192,0
748_0_208,0
748_0_224,0
748_0_240,0
748_0_256,0
748_0_272,0
748_0_288,0
748_0_304,0
748_0_320,0
748_0_336,0
748_0_352,0
748_0_368,0
748_0_384,0
748_0_400,0
748_0_416,0
748_0_432,0
748_0_448,0
748_0_464,0
748_0_480,1
748_0_496,1
748_0_512,0
748_0_528,0
748_0_544,0
748_0_560,0
748_0_576,0
748_0_592,0
748_16_0,0
748_16_16,0
748_16_32,0
748_16_48,0
748_16_64,0
748_16_80,0
748_16_96,1
748_16_112,1
748_16_128,1
748_16_144,0
748_16_160,0
748_16_176,0
748_16_192,0
748_16_208,0
748_16_224,0
748_16_240,0
748_16_256,0
748_16_272,0
748_16_288,1
748_16_304,1
748_16_320,0
748_16_336,1
748_16_352,0
748_16_368,1
748_16_384,0
748_16_400,0
748_16_416,0
748_16_432,0
748_16_448,0
748_16_464,1
748_16_480,1
748_16_496,0
748_16_512,0
748_16_528,0
748_16_544,0
748_16_560,0
748_16_576,0
748_16_592,0
748_32_0,0
748_32_16,0
748_32_32,0
748_32_48,0
748_32_64,0
748_32_80,0
748_32_96,1
748_32_112,1
748_32_128,0
748_32_144,0
748_32_160,0
748_32_176,0
748_32_192,0
748_32_208,0
748_32_224,0
748_32_240,0
748_32_256,0
748_32_272,1
748_32_288,1
748_32_304,1
748_32_320,1
748_32_336,1
748_32_352,1
748_32_368,1
748_32_384,1
748_32_400,0
748_32_416,0
748_32_432,0
748_32_448,0
748_32_464,1
748_32_480,1
748_32_496,1
748_32_512,1
748_32_528,0
748_32_544,1
748_32_560,0
748_32_576,0
748_32_592,0
748_48_0,0
748_48_16,0
748_48_32,0
748_48_48,0
748_48_64,0
748_48_80,0
748_48_96,0
748_48_112,1
748_48_128,0
748_48_144,0
748_48_160,0
748_48_176,0
748_48_192,0
748_48_208,0
748_48_224,0
748_48_240,0
748_48_256,0
748_48_272,0
748_48_288,0
748_48_304,0
748_48_320,0
748_48_336,1
748_48_352,1
748_48_368,1
748_48_384,1
748_48_400,0
748_48_416,0
748_48_432,0
748_48_448,0
748_48_464,1
748_48_480,1
748_48_496,1
748_48_512,1
748_48_528,0
748_48_544,0
748_48_560,0
748_48_576,0
748_48_592,0
748_64_0,1
748_64_16,1
748_64_32,0
748_64_48,0
748_64_64,0
748_64_80,0
748_64_96,1
748_64_112,1
748_64_128,0
748_64_144,0
748_64_160,0
748_64_176,0
748_64_192,0
748_64_208,0
748_64_224,0
748_64_240,0
748_64_256,0
748_64_272,0
748_64_288,0
748_64_304,1
748_64_320,0
748_64_336,1
748_64_352,1
748_64_368,0
748_64_384,0
748_64_400,0
748_64_416,0
748_64_432,0
748_64_448,0
748_64_464,1
748_64_480,1
748_64_496,1
748_64_512,1
748_64_528,0
748_64_544,0
748_64_560,0
748_64_576,0
748_64_592,0
748_80_0,1
748_80_16,1
748_80_32,1
748_80_48,0
748_80_64,0
748_80_80,1
748_80_96,1
748_80_112,0
748_80_128,0
748_80_144,0
748_80_160,0
748_80_176,0
748_80_192,0
748_80_208,0
748_80_224,0
748_80_240,0
748_80_256,0
748_80_272,0
748_80_288,1
748_80_304,0
748_80_320,0
748_80_336,0
748_80_352,0
748_80_368,0
748_80_384,0
748_80_400,0
748_80_416,0
748_80_432,0
748_80_448,0
748_80_464,0
748_80_480,0
748_80_496,1
748_80_512,0
748_80_528,0
748_80_544,0
748_80_560,0
748_80_576,0
748_80_592,0
748_96_0,1
748_96_16,1
748_96_32,0
748_96_48,0
748_96_64,1
748_96_80,1
748_96_96,1
748_96_112,0
748_96_128,0
748_96_144,0
748_96_160,0
748_96_176,0
748_96_192,0
748_96_208,0
748_96_224,0
748_96_240,0
748_96_256,0
748_96_272,1
748_96_288,0
748_96_304,0
748_96_320,0
748_96_336,0
748_96_352,0
748_96_368,0
748_96_384,0
748_96_400,0
748_96_416,0
748_96_432,0
748_96_448,0
748_96_464,0
748_96_480,0
748_96_496,0
748_96_512,0
748_96_528,0
748_96_544,0
748_96_560,0
748_96_576,0
748_96_592,0
748_112_0,1
748_112_16,1
748_112_32,0
748_112_48,0
748_112_64,1
748_112_80,1
748_112_96,1
748_112_112,0
748_112_128,0
748_112_144,0
748_112_160,0
748_112_176,0
748_112_192,0
748_112_208,0
748_112_224,0
748_112_240,0
748_112_256,0
748_112_272,0
748_112_288,0
748_112_304,0
748_112_320,0
748_112_336,0
748_112_352,0
748_112_368,0
748_112_384,0
748_112_400,0
748_112_416,0
748_112_432,0
748_112_448,0
748_112_464,0
748_112_480,0
748_112_496,0
748_112_512,0
748_112_528,0
748_112_544,0
748_112_560,0
748_112_576,0
748_112_592,0
